# JCG official tidal-datum table (海上保安庁「平均水面、最高水面及び最低水面一覧表」).
# One row per gazetted port nationwide. Parsed from the public PDF by
# scripts/parse_jcg_datum_table.py (word-position extraction; no transcription).
#  z0_msl_m         = 平均水面下(Z0) = 平均水面 − 最低水面(基本水準面), MSL above chart datum.
#  cd_ellipsoidal_m = 最低水面の楕円体高 (GRS80 ellipsoid), where GNSS-published (else blank).
#  tp_minus_cd_m    = z0_msl_m − ζ_MSL(≈0.03 m Kanto): T.P. − 基本水準面 (approx.; for the
#                     exact value use cd_ellipsoidal_m with a GSI geoid, see docs/vertical_datum.md).
# Source: https://www1.kaiho.mlit.go.jp/TIDE/datum/index.pdf
station,name_ja,lon,lat,tp_minus_cd_m,z0_msl_m,cd_ellipsoidal_m,source
jcg0683,,133.3333,35.4333,0.14,0.17,,jcg_heights_table
jcg0684,安来,133.2592,35.4344,0.16,0.19,35.15,jcg_heights_table
jcg0685,,132.6875,35.4422,0.16,0.19,34.12,jcg_heights_table
jcg0686,,132.75,35.4475,0.14,0.17,34.38,jcg_heights_table
jcg0687,松江,133.1333,35.45,0.16,0.19,,jcg_heights_table
jcg0688,袖ヶ浦,139.9833,35.45,1.17,1.2,,jcg_heights_table
jcg0689,横浜,139.6444,35.4542,1.12,1.15,35.23,jcg_heights_table
jcg0690,,135.3957,35.4618,0.16,0.19,,jcg_heights_table
jcg0691,,133.4333,35.4667,0.12,0.15,,jcg_heights_table
jcg0692,山内,139.6333,35.4667,1.12,1.15,,jcg_heights_table
jcg0693,,135.3871,35.4767,0.16,0.19,36.95,jcg_heights_table
jcg0694,姉崎,140.0333,35.4833,1.17,1.2,,jcg_heights_table
jcg0695,,135.7397,35.4926,0.15,0.18,,jcg_heights_table
jcg0696,,133.1833,35.5,0.16,0.19,,jcg_heights_table
jcg0697,,133.6667,35.5,0.16,0.19,,jcg_heights_table
jcg0698,,135.5833,35.5,0.17,0.2,,jcg_heights_table
jcg0699,,135.7393,35.5,0.15,0.18,36.81,jcg_heights_table
jcg0700,川崎,139.75,35.5,1.12,1.15,34.68,jcg_heights_table
jcg0701,,133.6556,35.51,0.16,0.19,35.25,jcg_heights_table
jcg0702,,134.1833,35.5167,0.17,0.2,,jcg_heights_table
jcg0703,,132.9728,35.5275,0.14,0.17,34.48,jcg_heights_table
jcg0704,,135.5,35.5333,0.15,0.18,,jcg_heights_table
jcg0705,市原,140.1167,35.5333,1.17,1.2,,jcg_heights_table
jcg0706,,134.1863,35.5383,0.17,0.2,35.72,jcg_heights_table
jcg0707,漁師,135.19,35.5444,0.15,0.18,36.79,jcg_heights_table
jcg0708,境,133.2428,35.5475,0.14,0.17,34.82,jcg_heights_table
jcg0709,羽田,139.7667,35.55,1.17,1.2,,jcg_heights_table
jcg0710,,133.0575,35.5644,0.12,0.15,34.58,jcg_heights_table
jcg0711,,133.2256,35.5708,0.13,0.16,34.81,jcg_heights_table
jcg0712,,134.3,35.5833,0.17,0.2,,jcg_heights_table
jcg0713,,134.3161,35.5931,0.17,0.2,35.81,jcg_heights_table
jcg0714,千葉,140.1036,35.6011,1.17,1.2,33.56,jcg_heights_table
jcg0715,,140.1,35.6167,1.17,1.2,,jcg_heights_table
jcg0716,,134.441,35.6301,0.16,0.19,35.9,jcg_heights_table
jcg0717,,134.8167,35.6333,0.14,0.17,,jcg_heights_table
jcg0718,芝浦,139.75,35.6333,1.17,1.2,,jcg_heights_table
jcg0719,,134.6347,35.6469,0.15,0.18,,jcg_heights_table
jcg0720,,134.6372,35.6472,0.15,0.18,36.15,jcg_heights_table
jcg0721,,134.83,35.6475,0.14,0.17,36.23,jcg_heights_table
jcg0722,晴海,139.77,35.6489,1.17,1.2,35.26,jcg_heights_table
jcg0723,,136.0667,35.6496,0.15,0.18,,jcg_heights_table
jcg0724,,134.6611,35.65,0.14,0.17,,jcg_heights_table
jcg0725,,134.6656,35.6526,0.14,0.17,36.27,jcg_heights_table
jcg0726,,136.0651,35.6587,0.15,0.18,36.87,jcg_heights_table
jcg0727,,135.2833,35.6667,0.17,0.2,,jcg_heights_table
jcg0728,,139.7667,35.6667,1.17,1.2,,jcg_heights_table
jcg0729,船橋,139.9864,35.6844,1.17,1.2,34.89,jcg_heights_table
jcg0730,,140.7333,35.7,0.87,0.9,,jcg_heights_table
jcg0731,,140.85,35.7,0.84,0.87,,jcg_heights_table
jcg0732,,140.8667,35.7,0.86,0.89,,jcg_heights_table
jcg0733,,135.9667,35.7167,0.15,0.18,,jcg_heights_table
jcg0734,,140.85,35.7333,0.82,0.85,,jcg_heights_table
jcg0735,,140.8333,35.75,0.84,0.87,,jcg_heights_table
jcg0736,,140.85,35.75,0.87,0.9,,jcg_heights_table
jcg0737,,140.8667,35.75,0.87,0.9,,jcg_heights_table
jcg0738,,140.7,35.9333,0.86,0.89,33.75,jcg_heights_table
jcg0739,知々井,133.1158,36.0764,0.15,0.18,33.85,jcg_heights_table
jcg0740,,133.1103,36.0781,0.15,0.18,,jcg_heights_table
jcg0741,浦郷,133.0167,36.0833,0.15,0.18,,jcg_heights_table
jcg0742,,133.0667,36.0833,0.15,0.18,,jcg_heights_table
jcg0743,菱浦,133.0803,36.1028,0.15,0.18,33.81,jcg_heights_table
jcg0744,,136.145,36.2012,0.15,0.18,36.9,jcg_heights_table
jcg0745,西郷,133.3339,36.2039,0.14,0.17,34.01,jcg_heights_table
jcg0746,,136.1485,36.2545,0.15,0.18,36.92,jcg_heights_table
jcg0747,,136.25,36.3,0.17,0.2,,jcg_heights_table
jcg0748,,140.5852,36.3112,0.84,0.87,37.75,jcg_heights_table
jcg0749,,140.6012,36.3428,0.84,0.87,37.8,jcg_heights_table
jcg0750,,136.3181,36.3547,0.17,0.2,37.27,jcg_heights_table
jcg0751,,140.6131,36.4106,0.82,0.85,38.1,jcg_heights_table
jcg0752,,140.6211,36.4881,0.83,0.86,38.7,jcg_heights_table
jcg0753,,140.6667,36.5833,0.79,0.82,,jcg_heights_table
jcg0754,,136.6,36.6167,0.17,0.2,37.41,jcg_heights_table
jcg0755,,137.2333,36.75,0.19,0.22,,jcg_heights_table
jcg0756,富山,137.2167,36.7667,0.19,0.22,38.21,jcg_heights_table
jcg0757,新湊,137.1167,36.7833,0.17,0.2,37.98,jcg_heights_table
jcg0758,伏木,137.0622,36.7931,0.17,0.2,37.93,jcg_heights_table
jcg0759,,137.3936,36.8094,0.19,0.22,,jcg_heights_table
jcg0760,,137.3964,36.8133,0.19,0.22,,jcg_heights_table
jcg0761,,137.3925,36.8194,0.19,0.22,38.53,jcg_heights_table
jcg0762,,140.7858,36.8289,0.79,0.82,39.41,jcg_heights_table
jcg0763,,136.9833,36.85,0.18,0.21,37.83,jcg_heights_table
jcg0764,,140.7982,36.8573,0.81,0.84,39.43,jcg_heights_table
jcg0765,,136.9833,36.8667,0.18,0.21,,jcg_heights_table
jcg0766,,136.7667,36.9333,0.17,0.2,,jcg_heights_table
jcg0767,,140.8916,36.9372,0.81,0.84,38.89,jcg_heights_table
jcg0768,,137.5833,36.9667,0.19,0.22,,jcg_heights_table
jcg0769,,137.8333,37.0333,0.18,0.21,,jcg_heights_table
jcg0770,,136.7167,37.05,0.17,0.2,,jcg_heights_table
jcg0771,七尾,136.9667,37.05,0.17,0.2,37.71,jcg_heights_table
jcg0772,,136.7167,37.0667,0.17,0.2,,jcg_heights_table
jcg0773,,136.7333,37.0833,0.17,0.2,,jcg_heights_table
jcg0774,,138.0,37.1167,0.21,0.24,,jcg_heights_table
jcg0775,,136.6982,37.1437,0.17,0.2,37.23,jcg_heights_table
jcg0776,,141.0025,37.1458,0.83,0.86,39.09,jcg_heights_table
jcg0777,,138.2533,37.185,0.16,0.19,39.03,jcg_heights_table
jcg0778,穴水,136.9167,37.2333,0.17,0.2,,jcg_heights_table
jcg0779,,141.0167,37.2333,0.87,0.9,,jcg_heights_table
jcg0780,,137.2333,37.3,0.17,0.2,,jcg_heights_table
jcg0781,,141.0333,37.3167,0.87,0.9,,jcg_heights_table
jcg0782,,137.25,37.35,0.17,0.2,,jcg_heights_table
jcg0783,,138.5333,37.3667,0.18,0.21,,jcg_heights_table
jcg0784,,136.9069,37.3981,0.17,0.2,37.39,jcg_heights_table
jcg0785,,137.25,37.4167,0.17,0.2,,jcg_heights_table
jcg0786,,141.0333,37.4167,0.87,0.9,,jcg_heights_table
jcg0787,,137.2667,37.4333,0.17,0.2,,jcg_heights_table
jcg0788,,137.3167,37.4333,0.17,0.2,,jcg_heights_table
jcg0789,,138.6,37.4333,0.18,0.21,,jcg_heights_table
jcg0790,,137.35,37.5,0.17,0.2,,jcg_heights_table
jcg0791,,138.6667,37.55,0.19,0.22,,jcg_heights_table
jcg0792,,138.7667,37.6333,0.15,0.18,,jcg_heights_table
jcg0793,,138.7664,37.6433,0.15,0.18,39.0,jcg_heights_table
jcg0794,,141.0167,37.6667,0.85,0.88,,jcg_heights_table
jcg0795,小木,138.2803,37.8119,0.16,0.19,37.95,jcg_heights_table
jcg0796,,140.9833,37.8167,0.85,0.88,,jcg_heights_table
jcg0797,,140.9637,37.8298,0.85,0.88,41.12,jcg_heights_table
jcg0798,羽茂,138.3167,37.8333,0.16,0.19,,jcg_heights_table
jcg0799,,136.9167,37.85,0.17,0.2,,jcg_heights_table
jcg0800,赤泊,138.4167,37.8667,0.15,0.18,,jcg_heights_table
jcg0801,西部,139.0609,37.9418,0.14,0.17,38.5,jcg_heights_table
jcg0802,二見,138.2592,37.9794,0.15,0.18,37.83,jcg_heights_table
jcg0803,東部,139.2219,37.9883,0.14,0.17,38.94,jcg_heights_table
jcg0804,,138.2692,38.0039,0.15,0.18,,jcg_heights_table
jcg0805,両津,138.4361,38.0833,0.15,0.18,38.11,jcg_heights_table
jcg0806,,139.4311,38.1911,0.17,0.2,39.58,jcg_heights_table
jcg0807,仙台,141.025,38.2728,0.9,0.93,40.82,jcg_heights_table
jcg0808,,141.5052,38.2967,0.85,0.88,40.03,jcg_heights_table
jcg0809,,141.0833,38.3,0.93,0.96,,jcg_heights_table
jcg0810,鷲崎,138.5167,38.3167,0.15,0.18,37.64,jcg_heights_table
jcg0811,塩釜,141.0352,38.3174,0.89,0.92,40.8,jcg_heights_table
jcg0812,,141.15,38.35,0.87,0.9,,jcg_heights_table
jcg0813,,141.45,38.3833,0.91,0.94,,jcg_heights_table
jcg0814,,141.2656,38.4097,0.87,0.9,40.6,jcg_heights_table
jcg0815,,141.4549,38.4402,0.86,0.89,40.54,jcg_heights_table
jcg0816,,139.2533,38.4653,0.17,0.2,,jcg_heights_table
jcg0817,,139.2542,38.4675,0.17,0.2,38.6,jcg_heights_table
jcg0818,,141.5167,38.5333,0.87,0.9,,jcg_heights_table
jcg0819,,139.5481,38.5634,0.17,0.2,39.44,jcg_heights_table
jcg0820,,141.45,38.6667,0.87,0.9,,jcg_heights_table
jcg0821,,139.6833,38.7167,0.17,0.2,,jcg_heights_table
jcg0822,,139.7333,38.7667,0.19,0.22,,jcg_heights_table
jcg0823,,141.5784,38.9078,0.82,0.85,40.36,jcg_heights_table
jcg0824,,139.8236,38.9175,0.18,0.21,38.64,jcg_heights_table
jcg0825,,141.7542,39.0194,0.85,0.88,39.75,jcg_heights_table
jcg0826,,139.9167,39.25,0.17,0.2,,jcg_heights_table
jcg0827,,141.8789,39.2734,0.83,0.86,,jcg_heights_table
jcg0828,,141.889,39.2737,0.83,0.86,39.19,jcg_heights_table
jcg0829,,141.9068,39.3598,0.83,0.86,,jcg_heights_table
jcg0830,,141.9514,39.4692,0.83,0.86,38.49,jcg_heights_table
jcg0831,,141.9761,39.6431,0.8,0.83,38.07,jcg_heights_table
jcg0832,,140.0661,39.7463,0.16,0.19,38.23,jcg_heights_table
jcg0833,,141.9833,39.8333,0.84,0.87,,jcg_heights_table
jcg0834,船川,139.8503,39.8733,0.15,0.18,37.7,jcg_heights_table
jcg0835,,139.8458,39.8806,0.15,0.18,,jcg_heights_table
jcg0836,,139.7035,39.9421,0.15,0.18,37.4,jcg_heights_table
jcg0837,,139.7856,39.9607,0.15,0.18,37.5,jcg_heights_table
jcg0838,,141.7981,40.1928,0.86,0.89,37.86,jcg_heights_table
jcg0839,,140.0231,40.2067,0.17,0.2,,jcg_heights_table
jcg0840,,140.0039,40.2139,0.17,0.2,37.53,jcg_heights_table
jcg0841,,141.7635,40.3489,0.82,0.85,37.13,jcg_heights_table
jcg0842,,139.9667,40.4,0.14,0.17,,jcg_heights_table
jcg0843,,141.5553,40.5353,0.82,0.85,36.86,jcg_heights_table
jcg0844,,139.9,40.5833,0.14,0.17,,jcg_heights_table
jcg0845,,139.9281,40.6478,0.15,0.18,36.69,jcg_heights_table
jcg0846,,140.2,40.7833,0.17,0.2,,jcg_heights_table
jcg0847,青森,140.7635,40.8347,0.34,0.37,36.85,jcg_heights_table
jcg0848,,141.1167,40.8667,0.37,0.4,,jcg_heights_table
jcg0849,浅虫,140.8667,40.9,0.34,0.37,,jcg_heights_table
jcg0850,,141.3867,40.9233,0.82,0.85,34.87,jcg_heights_table
jcg0851,茂浦,140.8667,40.95,0.34,0.37,,jcg_heights_table
jcg0852,小湊,140.9833,40.95,0.37,0.4,,jcg_heights_table
jcg0853,,141.3833,41.1,0.85,0.88,,jcg_heights_table
jcg0854,,140.3,41.1333,0.17,0.2,,jcg_heights_table
jcg0855,,141.3833,41.15,0.87,0.9,,jcg_heights_table
jcg0856,,141.4,41.1833,0.82,0.85,,jcg_heights_table
jcg0857,,140.4333,41.2,0.25,0.28,,jcg_heights_table
jcg0858,,140.55,41.2167,0.25,0.28,,jcg_heights_table
jcg0859,,140.3828,41.2414,0.3,0.33,35.57,jcg_heights_table
jcg0860,,140.3763,41.2446,0.3,0.33,,jcg_heights_table
jcg0861,,140.3667,41.25,0.27,0.3,,jcg_heights_table
jcg0862,,141.1444,41.2588,0.38,0.41,34.81,jcg_heights_table
jcg0863,,141.2386,41.3647,0.77,0.8,33.44,jcg_heights_table
jcg0864,,139.8167,41.3667,0.17,0.2,,jcg_heights_table
jcg0865,,140.2,41.4,0.37,0.4,,jcg_heights_table
jcg0866,,141.1667,41.4,0.66,0.69,,jcg_heights_table
jcg0867,,140.1,41.4167,0.2,0.23,,jcg_heights_table
jcg0868,,141.4333,41.4167,0.8,0.83,32.1,jcg_heights_table
jcg0869,,140.8667,41.4333,0.43,0.46,,jcg_heights_table
jcg0870,,140.2333,41.45,0.42,0.45,,jcg_heights_table
jcg0871,,140.25,41.45,0.42,0.45,,jcg_heights_table
jcg0872,,139.35,41.5,0.17,0.2,,jcg_heights_table
jcg0873,,140.0167,41.5,0.17,0.2,,jcg_heights_table
jcg0874,,140.9045,41.523,0.43,0.46,34.54,jcg_heights_table
jcg0875,,140.0,41.5333,0.16,0.19,,jcg_heights_table
jcg0876,,140.4167,41.5667,0.52,0.55,,jcg_heights_table
jcg0877,,139.9833,41.6,0.21,0.24,,jcg_heights_table
jcg0878,,140.9667,41.7167,0.85,0.88,,jcg_heights_table
jcg0879,,141.0,41.7167,0.85,0.88,,jcg_heights_table
jcg0880,,141.1333,41.7667,0.84,0.87,,jcg_heights_table
jcg0881,,140.7264,41.7822,0.54,0.57,33.86,jcg_heights_table
jcg0882,,140.7317,41.7881,0.54,0.57,,jcg_heights_table
jcg0883,,140.1247,41.8667,0.21,0.24,,jcg_heights_table
jcg0884,,140.1253,41.8706,0.21,0.24,34.66,jcg_heights_table
jcg0885,,140.9333,41.9333,0.79,0.82,,jcg_heights_table
jcg0886,,140.95,41.9333,0.79,0.82,,jcg_heights_table
jcg0887,,143.2333,41.9333,0.88,0.91,,jcg_heights_table
jcg0888,,143.2,41.9667,0.83,0.86,,jcg_heights_table
jcg0889,,143.1333,42.0167,0.83,0.86,,jcg_heights_table
jcg0890,,143.2833,42.0167,0.88,0.91,,jcg_heights_table
jcg0891,,140.8167,42.0333,0.86,0.89,,jcg_heights_table
jcg0892,,140.8333,42.0333,0.86,0.89,,jcg_heights_table
jcg0893,,143.1333,42.0333,0.83,0.86,,jcg_heights_table
jcg0894,青苗,139.4506,42.0608,0.16,0.19,33.14,jcg_heights_table
jcg0895,,139.4501,42.0636,0.16,0.19,,jcg_heights_table
jcg0896,,140.6,42.1167,0.89,0.92,,jcg_heights_table
jcg0897,,142.9167,42.1167,0.86,0.89,,jcg_heights_table
jcg0898,,142.7723,42.1647,0.9,0.93,22.15,jcg_heights_table
jcg0899,,139.4167,42.1667,0.17,0.2,,jcg_heights_table
jcg0900,,142.7667,42.1667,0.9,0.93,,jcg_heights_table
jcg0901,,139.5131,42.1722,0.17,0.2,,jcg_heights_table
jcg0902,奥尻,139.5167,42.1728,0.17,0.2,33.17,jcg_heights_table
jcg0903,,139.55,42.2333,0.19,0.22,,jcg_heights_table
jcg0904,,142.55,42.25,0.9,0.93,,jcg_heights_table
jcg0905,,143.3191,42.2961,0.82,0.85,22.39,jcg_heights_table
jcg0906,,142.4498,42.2971,0.94,0.97,22.99,jcg_heights_table
jcg0907,,142.4542,42.2981,0.94,0.97,,jcg_heights_table
jcg0908,,143.3167,42.3,0.82,0.85,,jcg_heights_table
jcg0909,,140.9967,42.3228,0.92,0.95,,jcg_heights_table
jcg0910,,140.9535,42.3445,0.92,0.95,32.05,jcg_heights_table
jcg0911,,139.8511,42.4533,0.17,0.2,,jcg_heights_table
jcg0912,,139.8467,42.4556,0.17,0.2,33.52,jcg_heights_table
jcg0913,,140.7667,42.5167,0.89,0.92,,jcg_heights_table
jcg0914,,141.3167,42.5167,0.85,0.88,,jcg_heights_table
jcg0915,,141.3167,42.5333,0.85,0.88,,jcg_heights_table
jcg0916,,139.8333,42.6,0.17,0.2,,jcg_heights_table
jcg0917,東部,141.8172,42.6056,0.85,0.88,27.57,jcg_heights_table
jcg0918,,141.8333,42.6167,0.85,0.88,,jcg_heights_table
jcg0919,西部,141.6213,42.63,0.85,0.88,28.82,jcg_heights_table
jcg0920,,141.6,42.6333,0.85,0.88,,jcg_heights_table
jcg0921,,140.2333,42.8,0.14,0.17,,jcg_heights_table
jcg0922,,144.3714,42.9758,0.84,0.87,28.64,jcg_heights_table
jcg0923,,140.5,42.9833,0.15,0.18,,jcg_heights_table
jcg0924,,145.0167,43.0167,0.78,0.81,,jcg_heights_table
jcg0925,,140.5167,43.0333,0.15,0.18,,jcg_heights_table
jcg0926,,144.8667,43.0333,0.74,0.77,,jcg_heights_table
jcg0927,,144.8444,43.0517,0.83,0.86,,jcg_heights_table
jcg0928,,145.1333,43.0833,0.78,0.81,,jcg_heights_table
jcg0929,,141.0339,43.1825,0.13,0.16,32.56,jcg_heights_table
jcg0930,,141.0333,43.1833,0.13,0.16,,jcg_heights_table
jcg0931,,145.5167,43.1833,0.79,0.82,,jcg_heights_table
jcg0932,,141.3076,43.2155,0.15,0.18,31.83,jcg_heights_table
jcg0933,,140.7833,43.2167,0.14,0.17,,jcg_heights_table
jcg0934,,140.8667,43.2167,0.14,0.17,,jcg_heights_table
jcg0935,,141.3333,43.2167,0.15,0.18,,jcg_heights_table
jcg0936,,145.5678,43.2778,0.83,0.86,29.66,jcg_heights_table
jcg0937,,140.35,43.3333,0.14,0.17,,jcg_heights_table
jcg0938,,140.3833,43.3333,0.14,0.17,,jcg_heights_table
jcg0939,,145.5846,43.3434,0.84,0.87,30.11,jcg_heights_table
jcg0940,,145.7667,43.35,0.83,0.86,,jcg_heights_table
jcg0941,,145.7833,43.3833,0.83,0.86,,jcg_heights_table
jcg0942,,145.9,43.4167,0.87,0.9,,jcg_heights_table
jcg0943,,145.2167,43.5667,0.81,0.84,,jcg_heights_table
jcg0944,,141.3833,43.6,0.15,0.18,,jcg_heights_table
jcg0945,,146.3667,43.6333,0.84,0.87,,jcg_heights_table
jcg0946,,145.1333,43.6667,0.58,0.61,,jcg_heights_table
jcg0947,泊湾,145.45,43.7333,0.87,0.9,,jcg_heights_table
jcg0948,,141.5167,43.85,0.15,0.18,,jcg_heights_table
jcg0949,,141.5333,43.85,0.15,0.18,,jcg_heights_table
jcg0950,,146.8167,43.8667,0.77,0.8,,jcg_heights_table
jcg0951,,141.6382,43.9394,0.13,0.16,,jcg_heights_table
jcg0952,,141.6351,43.9504,0.13,0.16,31.15,jcg_heights_table
jcg0953,,145.2,44.0167,0.61,0.64,,jcg_heights_table
jcg0954,,144.2847,44.0178,0.65,0.68,29.65,jcg_heights_table
jcg0955,,144.2644,44.0206,0.65,0.68,,jcg_heights_table
jcg0956,,145.85,44.0333,0.85,0.88,,jcg_heights_table
jcg0957,,144.95,44.05,0.61,0.64,,jcg_heights_table
jcg0958,,145.7333,44.05,0.61,0.64,,jcg_heights_table
jcg0959,,145.0167,44.0833,0.57,0.6,,jcg_heights_table
jcg0960,,144.1,44.1333,0.67,0.7,,jcg_heights_table
jcg0961,,141.65,44.15,0.15,0.18,,jcg_heights_table
jcg0962,,145.3167,44.2,0.62,0.65,,jcg_heights_table
jcg0963,,143.6167,44.2333,0.67,0.7,,jcg_heights_table
jcg0964,,141.65,44.3167,0.16,0.19,,jcg_heights_table
jcg0965,,143.3602,44.3561,0.68,0.71,29.45,jcg_heights_table
jcg0966,,143.355,44.3564,0.68,0.71,,jcg_heights_table
jcg0967,,141.7,44.3667,0.15,0.18,,jcg_heights_table
jcg0968,,141.7002,44.3687,0.15,0.18,29.83,jcg_heights_table
jcg0969,,141.33,44.4269,0.15,0.18,,jcg_heights_table
jcg0970,,141.3275,44.4383,0.15,0.18,30.29,jcg_heights_table
jcg0971,,141.4265,44.4411,0.15,0.18,30.18,jcg_heights_table
jcg0972,,141.4156,44.4442,0.15,0.18,,jcg_heights_table
jcg0973,,142.95,44.5833,0.62,0.65,,jcg_heights_table
jcg0974,,142.9667,44.5833,0.62,0.65,,jcg_heights_table
jcg0975,,147.35,44.7167,0.93,0.96,,jcg_heights_table
jcg0976,,141.7833,44.7333,0.14,0.17,,jcg_heights_table
jcg0977,,141.8,44.7333,0.14,0.17,,jcg_heights_table
jcg0978,,147.2,44.7667,0.67,0.7,,jcg_heights_table
jcg0979,,141.7503,44.8736,0.14,0.17,,jcg_heights_table
jcg0980,,141.7369,44.8775,0.14,0.17,28.09,jcg_heights_table
jcg0981,,142.5833,44.9333,0.54,0.57,,jcg_heights_table
jcg0982,,147.6333,44.9333,0.83,0.86,,jcg_heights_table
jcg0983,,141.6333,45.0833,0.15,0.18,,jcg_heights_table
jcg0984,,142.3833,45.1333,0.5,0.53,,jcg_heights_table
jcg0985,鬼脇,141.3105,45.1351,0.14,0.17,28.56,jcg_heights_table
jcg0986,,141.1397,45.1867,0.15,0.18,,jcg_heights_table
jcg0987,沓形,141.1392,45.1885,0.15,0.18,28.95,jcg_heights_table
jcg0988,,141.2306,45.245,0.14,0.17,28.53,jcg_heights_table
jcg0989,,141.2167,45.25,0.14,0.17,,jcg_heights_table
jcg0990,内岡,147.8667,45.2667,0.64,0.67,,jcg_heights_table
jcg0991,香深,141.0449,45.2985,0.14,0.17,28.85,jcg_heights_table
jcg0992,,141.6167,45.3167,0.14,0.17,,jcg_heights_table
jcg0993,,141.05,45.3333,0.14,0.17,,jcg_heights_table
jcg0994,,148.0167,45.3333,0.68,0.71,,jcg_heights_table
jcg0995,,142.1536,45.3475,0.37,0.4,27.84,jcg_heights_table
jcg0996,,141.7167,45.4,0.15,0.18,,jcg_heights_table
jcg0997,,141.6853,45.4081,0.15,0.18,26.91,jcg_heights_table
jcg0998,,142.0333,45.4167,0.27,0.3,,jcg_heights_table
jcg0999,,148.85,45.4333,0.62,0.65,,jcg_heights_table
jcg1000,,141.8833,45.45,0.16,0.19,,jcg_heights_table
jcg1001,,141.0332,45.4517,0.14,0.17,28.47,jcg_heights_table
jcg1002,船泊,141.0339,45.4517,0.14,0.17,28.47,jcg_heights_table
jcg1003,,141.8833,45.4833,0.16,0.19,,jcg_heights_table
jcg1004,蘂取,148.6167,45.5,0.6,0.63,,jcg_heights_table
jcg1005,,141.95,45.5167,0.16,0.19,,jcg_heights_table
